franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
Adt Texas Llc,,Adt,43,Pizza Hut,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Adt Texas Llc Pizza Hut franchisee TX,,,,,432/837-5819,2300 Hwy 90 East
"Northwest Georgia Foods, Inc.","Georgia Foods, Llc / Northwest Georgia Foods, Inc.",Northwest,42,Bojangles,1,No,GA,GA | NC | SC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Northwest Georgia Foods, Inc. Bojangles franchisee GA",,,,,706-850-0316,3210 Lexington Road
"Peterson, Wayne A.",,"Peterson,",42,Domino's,1,No,MN,IA | MN | NE | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Peterson, Wayne A. Domino's franchisee MN",,,,,(515) 292-3030,122 Hayward
"Short, Christopher J.",,"Short,",42,Domino's,1,No,OH,KY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Short, Christopher J. Domino's franchisee OH",,,,,(606) 365-1818,22 Frontier Blvd.
"Baretz, Douglas W.","Baretz, Douglas W. / Bartez, Douglas W.","Baretz,",42,Domino's,1,No,WI,WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Baretz, Douglas W. Domino's franchisee WI",,,,,(608) 465-6650,611 Hometown Circle Suite 102
Craig T Welburn,Craig B Welburn / Craig T Welburn,Craig,42,McDonald's,1,No,VA,DC | DE | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Craig T Welburn McDonald's franchisee VA,,,,,202-387-2111,2328 GEORGIA AVE NW
"Tall Timbers Pizza Hut, Inc.",,Tall,42,Pizza Hut,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tall Timbers Pizza Hut, Inc. Pizza Hut franchisee TX",,,,,940/455-2020,7040 Justin Road
Hut Central Virginia Llc,,Hut,42,Pizza Hut,1,No,VA,VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Central Virginia Llc Pizza Hut franchisee VA,,,,,434/369-0111,"105 Clarion Rd., Suite C"
"Janjer Enterprises, Inc.",,Janjer,42,Popeyes,1,No,MD,MD | VA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Janjer Enterprises, Inc. Popeyes franchisee MD",,,,,(301) 434-1450,9147 Riggs Rd
"Tapia, Fernando",,"Tapia,",41,Domino's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tapia, Fernando Domino's franchisee CA",,,,,(760) 200-0802,"77-920 Country Club Drive, Suite 6-6"
"Stephenson, Gerald K.",,"Stephenson,",41,Domino's,1,No,PA,NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Stephenson, Gerald K. Domino's franchisee PA",,,,,(908) 689-2200,16 West Washington Avenue
"Riddle, Charles M.",,"Riddle,",41,Domino's,1,No,UT,NV | UT | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Riddle, Charles M. Domino's franchisee UT",,,,,(775) 625-3300,"1038 Grass Valley Rd., Suite J"
"Gerety, Cassie",,"Gerety,",41,Domino's,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Gerety, Cassie Domino's franchisee TX",,,,,(806) 792-3030,4921 34th St. C
Hut Mobile Llc,,Hut,41,Pizza Hut,1,No,AL,AL | LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Mobile Llc Pizza Hut franchisee AL,,,,,251/937-6714,604 McMeans Ave
Hut Memphis Llc,,Hut,41,Pizza Hut,1,No,TN,AR | MS | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Memphis Llc Pizza Hut franchisee TN,,,,,870/994-7304,#142 Hwy 62/412
Hut Rocky Mountain Llc,,Hut,41,Pizza Hut,1,No,CO,CO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Rocky Mountain Llc Pizza Hut franchisee CO,,,,,303/424-0710,8990 Ralston Rd
Las Vegas Pizza Llc,,Las,41,Pizza Hut,1,No,NV,NV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Las Vegas Pizza Llc Pizza Hut franchisee NV,,,,,702/407-0912,10525 S Eastern Ave. #130
A.A.F.E.S.,,A.A.F.E.S.,41,Popeyes,1,No,GA,AK | AL | AZ | CA | FL | GA | GU | HI | ID | KS | KY | NM | NV | NY | OK | TX | VA | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",A.A.F.E.S. Popeyes franchisee GA,,,,,(907) 753-4422,(Military Post Access Required) 5800 Westover Ave
"Gps Hospitality Partners Ii, Llc",,Gps,40,Burger King,1,No,PA,MD | NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Gps Hospitality Partners Ii, Llc Burger King franchisee PA",,,,,(301) 298-8395,1290 Industrial Blvd
Kohler/Kohler,,Kohler/Kohler,39,Burger King,1,No,MA,MA | ME | NH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Kohler/Kohler Burger King franchisee MA,,,,,(978) 927-3714,Route 128 N Service Area
"Tri City Foods Of Nebraska, Llc",,Tri,39,Burger King,1,No,NE,NE,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tri City Foods Of Nebraska, Llc Burger King franchisee NE",,,,,(402) 292-1338,1400 Galvin Rd South
Smith Dairy Queens Ltd,,Smith,39,Dairy Queen,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Smith Dairy Queens Ltd Dairy Queen franchisee TX,,,,,5123213945,112 Highway 71 W
"Five Star North America Rights, Lp (Blair Walker)","Five Star Burgers Oregon, Llc (Blair Walker) / Five Star Burgers Washington, Llc (Blair Walker) / Five Star North America Rights, Lp (Blair Walker)",Blair,39,Five Guys,1,No,ON,AB | ON | OR | SK | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Blair Walker Five Guys franchisee ON,,,,,503-430-8748,2606 SW Cedar Hills Blvd.
"Romulus Restaurants, L.L.C.",,Romulus,39,IHOP,1,No,AZ,AZ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Romulus Restaurants, L.L.C. IHOP franchisee AZ",,,,,(520) 377-0500,1671 N Industrial Park Dr
Tony E Gilley,,Tony,39,McDonald's,1,No,LA,AR | LA | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tony E Gilley McDonald's franchisee LA,,,,,870-364-9600,105 UNITY ROAD
"Quikserve Cajun, Inc",,Quikserve,39,Popeyes,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Quikserve Cajun, Inc Popeyes franchisee CA",,,,,(925) 755-9999,5019 Lone Tree Way
Jsc New England Operating Llc,,Jsc,38,Burger King,1,No,RI,CT | MA | RI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jsc New England Operating Llc Burger King franchisee RI,,,,,(860) 422-4157,19 Granby St
"Iqbal, Ali Hassan",,"Iqbal,",38,Domino's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Iqbal, Ali Hassan Domino's franchisee CA",,,,,(415) 776-0400,728 Geary St.
"Mitra Midwest Operations, Llc",,Mitra,38,KFC,1,No,WI,IL | IN | KS | MO | OK | PA | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mitra Midwest Operations, Llc KFC franchisee WI",,,,,214/440-4144,3300 Broadway Street
"Summit Pizza, Inc.",,Summit,38,Pizza Hut,1,No,MO,IA | IL | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Summit Pizza, Inc. Pizza Hut franchisee MO",,,,,319/372-3636,1123 24th St
"Bravokilo, Inc.",,"Bravokilo,",37,Burger King,1,No,IN,IN | MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bravokilo, Inc. Burger King franchisee IN",,,,,(574) 534-2272,1911 Lincoln Way East
Dc Burger Inc.,,Dc,37,Burger King,1,No,VA,NC | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Dc Burger Inc. Burger King franchisee VA,,,,,(252) 365-4095,1480 Weldon Rd
"Dolkowski, Aaron",,"Dolkowski,",37,Domino's,1,No,MI,MI | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Dolkowski, Aaron Domino's franchisee MI",,,,,(877) 883-9643,34781 Grand River Ave
"Wisconsin 5G, Llc (Jeff Howes)","Meisterguys, Llc (Jeff Howes) / Wisconsin 5G, Llc (Jeff Howes) / Wyoming 5G, Llc (Jeff Howes)",Jeff,37,Five Guys,1,No,UT,ID | MN | UT | WI | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jeff Howes Five Guys franchisee UT,,,,,208-522-4448,2541 S. 25th St.
"Chenega Ih, Llc",,Chenega,37,IHOP,1,No,MI,DE | MD | MI | NC | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Chenega Ih, Llc IHOP franchisee MI",,,,,517-412-7374,7800 W. Grand River Hwy
"Gh Food Group, Llc",,Gh,37,Jimmy John's,1,No,CO,AZ | CO | OK | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Gh Food Group, Llc Jimmy John's franchisee CO",,,,,928-774-6200,1020 S Milton Rd
George R Michell,,George,37,McDonald's,1,No,NY,CT | MA | NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",George R Michell McDonald's franchisee NY,,,,,860-256-4091,273 COTTAGE GROVE RD
Adt Tennessee Llc,,Adt,37,Pizza Hut,1,No,TN,AL | GA | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Adt Tennessee Llc Pizza Hut franchisee TN,,,,,256/259-6600,3310 S. Broad Street
Maruti Ph Group Llc,,Maruti,37,Pizza Hut,1,No,OH,IN | KY | NY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Maruti Ph Group Llc Pizza Hut franchisee OH,,,,,765/825-4149,524 W 30th St
"J. Larry Fugate, Individually",,J.,37,Pizza Hut,1,No,KY,KS | KY | OK | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","J. Larry Fugate, Individually Pizza Hut franchisee KY",,,,,620/879-5660,403 N Mcgee St
Tasty Hut Northeast Llc,,Tasty,37,Pizza Hut,1,No,NY,MA | NH | NY | RI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tasty Hut Northeast Llc Pizza Hut franchisee NY,,,,,508/567-5673,155 Hope Street
"Phoenix Of West Palm Beach, Llc","Phoenix Of 152Nd St, Llc / Phoenix Of 45Th St Llc / Phoenix Of 8Th St, Llc / Phoenix Of Belvedere Llc / Phoenix Of Boynton Beach Llc / Phoenix Of Coconut Creek, Llc / Phoenix Of Collier Llc / Phoenix Of Congress Ave Llc / Phoenix Of Cutler Bay Llc / Phoenix Of Delray, Llc / Phoenix Of Doral Llc / Phoenix Of Flagler, Llc / Phoenix Of Forest Hill Llc / Phoenix Of Glades Rd. Llc / Phoenix Of Greenacres Llc / Phoenix Of Homestead, Llc / Phoenix Of Jog Rd Llc / Phoenix Of Lake Worth Llc / Phoenix Of Lantana, Llc / Phoenix Of Margate, Llc / Phoenix Of Miami Lakes, Llc / Phoenix Of Mizner Park Llc / Phoenix Of N Dixie Hwy Llc / Phoenix Of N. Lauderdale, Llc / Phoenix Of Naples Llc / Phoenix Of Naranja Llc / Phoenix Of Oakland Park, Llc / Phoenix Of Okeechobee Llc / Phoenix Of Pembroke Pines, Llc / Phoenix Of Port St Lucie Llc / Phoenix Of Quail Roost Llc / Phoenix Of Riviera Beach, Llc / Phoenix Of South Congress Llc / Phoenix Of State Rd 7 Llc / Phoenix Of West Palm Beach, Llc / Phoenix Of Woolbright Llc",Phoenix,36,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Phoenix Of West Palm Beach, Llc Burger King franchisee FL",,,,,(561) 487-7709,21669 State Rd 7
"Unal, Kemal Suha",,"Unal,",36,Domino's,1,No,MD,MD,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Unal, Kemal Suha Domino's franchisee MD",,,,,(410) 242-3030,5400 East Dr
"Em Squared Miami, Llc",,Em,36,KFC,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Em Squared Miami, Llc KFC franchisee FL",,,,,786/845-6402,2333 Southeast Highway 70
Hut East Coast Llc,,Hut,36,Pizza Hut,1,No,VA,DE | MD | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut East Coast Llc Pizza Hut franchisee VA,,,,,302/838-5935,1837 Pulaski Hwy 40
"Michigan Pizza Hut, Inc.",,Michigan,36,Pizza Hut,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Michigan Pizza Hut, Inc. Pizza Hut franchisee MI",,,,,269/673-5555,107 Locust St
"Quality Restaurant Concepts, L.L.C.",,Quality,35,Applebee's,1,No,MS,GA | KY | MS | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Quality Restaurant Concepts, L.L.C. Applebee's franchisee MS",,,,,(706) 278-5776,1322 West Walnut Avenue
Apple Ohio Llc,,Apple,35,Applebee's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Ohio Llc Applebee's franchisee OH,,,,,(216) 663-4830,9225 Vista Way
"Apple Texas Restaurants, Inc",,Apple,35,Applebee's,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Apple Texas Restaurants, Inc Applebee's franchisee TX",,,,,(214) 339-8115,3426 W. Illinois Ave.
Ta Operating Llc,,Ta,35,Burger King,1,No,TX,AL | AR | CA | CO | CT | GA | IN | MI | NC | NJ | NM | NV | OH | TN | TX | UT | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ta Operating Llc Burger King franchisee TX,,,,,(256) 287-1299,426 Al Hwy 69 S
"Bravoflorida,Llc",,"Bravoflorida,Llc",35,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bravoflorida,Llc Burger King franchisee FL",,,,,(386) 588-3268,16130 Nw Highway 441
"Brg Mo, Llc",,Brg,35,Burger King,1,No,MO,IA | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Brg Mo, Llc Burger King franchisee MO",,,,,(319) 376-0010,4805 Ave O
Berg/Berg/Newell,,Berg/Berg/Newell,35,Burger King,1,No,KY,KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Berg/Berg/Newell Burger King franchisee KY,,,,,(502) 398-4387,98 W John Rowan Blvd
Singh,,Singh,35,Burger King,1,No,NY,NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Singh Burger King franchisee NY,,,,,(908) 282-0222,828 Us-1
"Arntson, Eric",,"Arntson,",35,Domino's,1,No,MI,MI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Arntson, Eric Domino's franchisee MI",,,,,(616) 824-2005,"1720 West Washington Street, Suite 3"
"Edler, Brian L.",,"Edler,",35,Domino's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Edler, Brian L. Domino's franchisee OH",,,,,(740) 694-7827,126 N. Main Street
John C Valluzzo,,John,35,McDonald's,1,No,LA,LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John C Valluzzo McDonald's franchisee LA,,,,,225-209-0990,28470 LA HIGHWAY 43
Hut Ozark Llc,,Hut,35,Pizza Hut,1,No,OK,AR | KS | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Ozark Llc Pizza Hut franchisee OK,,,,,479/632-3010,"415 W. Cherry St., Suite 105"
Heart Of Texas Pizza Lp,,Heart,35,Pizza Hut,1,No,TX,KS | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Heart Of Texas Pizza Lp Pizza Hut franchisee TX,,,,,512/833-7444,7700 East Polo Drive
"Jjb Pizza, Llc",,Jjb,35,Pizza Hut,1,No,MS,LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Jjb Pizza, Llc Pizza Hut franchisee MS",,,,,985/867-3354,"70326 Highway 59 Bldg 1, Suite 3"
Apple Socal Llc,,Apple,34,Applebee's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Socal Llc Applebee's franchisee CA,,,,,(805) 445-7160,291 W. Ventura Blvd
"Mosaic Gold Crown Group, Llc",,Mosaic,34,Burger King,1,No,GA,GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Mosaic Gold Crown Group, Llc Burger King franchisee GA",,,,,(404) 761-7215,2701 Stewart Ave S W
Dmfh Restaurant Enterprises Llc,,Dmfh,34,Cinnabon,1,No,TEXAS,ARKANSAS | KANSAS | MISSOURI | TEXAS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Dmfh Restaurant Enterprises Llc Cinnabon franchisee TEXAS,,,,,479-319-2998,1626 E. Centerton Blvd.
"Atlas 0519, Inc.","Atlas 0519, Inc. / Atlas Ngc, Inc.",Atlas,34,Jimmy John's,1,No,AZ,AZ | CA | MN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Atlas 0519, Inc. Jimmy John's franchisee AZ",,,,,623-643-9380,10110 W McDowell Rd
"Atlas East, Inc.",,Atlas,34,Jimmy John's,1,No,NE,FL | IA | NE | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Atlas East, Inc. Jimmy John's franchisee NE",,,,,813-661-1500,659 W Brandon Blvd
Bill Mathews,,Bill,34,McDonald's,1,No,AR,AR | MO | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Bill Mathews McDonald's franchisee AR,,,,,479-273-7705,201 S WALTON BLVD
Peter J Fonseca,,Peter,34,McDonald's,1,No,NY,NJ | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Peter J Fonseca McDonald's franchisee NY,,,,,732-613-8088,730 ROUTE 18 NORTH
John W Ebert,,John,34,McDonald's,1,No,WV,PA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John W Ebert McDonald's franchisee WV,,,,,724-222-1250,1294 W CHESTNUT ST
Nova Shores Restaurants Llc,,Nova,33,Burger King,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Nova Shores Restaurants Llc Burger King franchisee FL,,,,,(954) 663-1760,1150 University Dr
Ab Iii Llc,,Ab,33,Burger King,1,No,PA,NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ab Iii Llc Burger King franchisee PA,,,,,(856) 435-6459,1370 Blackwood-Clementon Road
Ctx Restaurants Inc,,Ctx,33,Dairy Queen,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ctx Restaurants Inc Dairy Queen franchisee TX,,,,,2813315498,504 E Hwy 6
J.R.S. Restaurant Corporation,,J.R.S.,33,KFC,1,No,KY,IN | KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",J.R.S. Restaurant Corporation KFC franchisee KY,,,,,606/248-8352,30 Eads Parkway
"Argonaut Minnesota Ventures, Inc.",,Argonaut,33,KFC,1,No,MN,MN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Argonaut Minnesota Ventures, Inc. KFC franchisee MN",,,,,541/273-4639,2221 E. Main Street
Philip Gray,,Philip,33,McDonald's,1,No,TN,AL | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Philip Gray McDonald's franchisee TN,,,,,256-332-6564,15254 HWY 43
